,Iteration,Best_SP
1676,12164,141840
1677,12171,141840
1678,12178,141840
1679,12183,141840
1680,12188,141840
1681,12194,141840
1682,12200,141840
1683,12206,141840
1684,12211,141840
1685,12224,141840
1686,12231,141840
1687,12243,141840
1688,12252,141840
1689,12261,141840
1690,12266,141840
1691,12279,141840
1692,12284,141840
1693,12291,141840
1694,12296,141840
1695,12310,141840
1696,12315,141840
1697,12320,141840
1698,12325,141840
1699,12342,141840
1700,12347,141840
1701,12356,141840
1702,12361,141840
1703,12366,141840
1704,12372,141840
1705,12379,141840
1706,12384,141840
1707,12392,141840
1708,12400,141840
1709,12406,141840
1710,12415,141840
1711,12420,141840
1712,12425,141840
1713,12432,141840
1714,12447,141840
1715,12455,141840
1716,12460,141840
1717,12467,141840
1718,12474,141840
1719,12479,141840
1720,12485,141840
1721,12492,141840
1722,12497,141840
1723,12512,141840
1724,12521,141840
1725,12526,141840
1726,12531,141840
1727,12536,141840
1728,12551,141840
1729,12558,141840
1730,12563,141840
1731,12572,141840
1732,12581,141840
1733,12586,141840
1734,12599,141840
1735,12609,141840
1736,12614,141840
1737,12619,141840
1738,12630,141840
1739,12635,141840
1740,12640,141840
1741,12647,141840
1742,12660,141840
1743,12667,141840
1744,12672,141840
1745,12678,141840
1746,12690,141840
1747,12695,141840
1748,12705,141840
1749,12713,141840
1750,12719,141840
1751,12724,141840
1752,12739,141840
1753,12744,141840
1754,12749,141840
1755,12754,141840
1756,12763,141840
1757,12769,141840
1758,12778,141840
1759,12783,141840
1760,12791,141840
1761,12796,141840
1762,12801,141840
1763,12809,141840
1764,12818,141840
1765,12824,141840
1766,12829,141840
1767,12842,141840
1768,12848,141840
1769,12853,141840
1770,12864,141840
1771,12870,141840
1772,12878,141840
1773,12883,141840
1774,12888,141840
1775,12893,141840
1776,12899,141840
1777,12904,141840
1778,12910,141840
1779,12916,141840
1780,12931,141840
1781,12937,141840
1782,12942,141840
1783,12947,141840
1784,12952,141840
1785,12957,141840
1786,12965,141840
1787,12970,141840
1788,12985,141840
1789,12999,141840
1790,13004,141840
1791,13014,141840
1792,13019,141840
1793,13026,141840
1794,13032,141840
1795,13037,141840
1796,13047,141840
1797,13052,141840
1798,13070,141840
1799,13076,141840
1800,13081,141840
1801,13086,141840
1802,13093,141840
1803,13098,141840
1804,13104,141840
1805,13109,141840
1806,13114,141840
1807,13133,141840
1808,13141,141840
1809,13146,141840
1810,13152,141840
1811,13169,141840
1812,13175,141840
1813,13180,141840
1814,13187,141840
1815,13195,141840
1816,13208,141840
1817,13215,141840
1818,13223,141840
1819,13230,141840
1820,13240,141840
1821,13245,141840
1822,13254,141840
1823,13261,141840
1824,13268,141840
1825,13275,141840
1826,13295,141840
1827,13300,141840
1828,13305,141840
1829,13312,141840
1830,13319,141840
1831,13330,141840
1832,13335,141840
1833,13347,141840
1834,13352,141840
1835,13359,141840
1836,13365,141840
1837,13370,141840
1838,13375,141840
1839,13380,141840
1840,13385,141840
1841,13397,141840
1842,13402,141840
1843,13417,141840
1844,13423,141840
1845,13432,141840
1846,13437,141840
1847,13443,141840
1848,13455,141840
1849,13460,141840
1850,13467,141840
1851,13472,141840
1852,13477,141840
1853,13482,141840
1854,13487,141840
1855,13496,141840
1856,13503,141840
1857,13508,141840
1858,13513,141840
1859,13521,141840
1860,13526,141840
1861,13533,141840
1862,13539,141840
1863,13549,141840
1864,13554,141840
1865,13566,141840
1866,13571,141840
1867,13585,141840
1868,13590,141840
1869,13595,141840
1870,13600,141840
1871,13621,141840
1872,13634,141840
1873,13642,141840
1874,13647,141840
1875,13652,141840
1876,13657,141840
1877,13669,141840
1878,13674,141840
1879,13682,141840
1880,13687,141840
1881,13692,141840
1882,13697,141840
1883,13704,141840
1884,13724,141840
1885,13729,141840
1886,13740,141840
1887,13745,141840
1888,13753,141840
1889,13760,141840
1890,13766,141840
1891,13771,141840
1892,13776,141840
1893,13781,141840
1894,13793,141840
1895,13798,141840
1896,13809,141840
1897,13814,141840
1898,13827,141840
1899,13838,141840
1900,13850,141840
1901,13855,141840
1902,13861,141840
1903,13866,141840
1904,13873,141840
1905,13878,141840
1906,13884,141840
1907,13894,141840
1908,13901,141840
1909,13909,141840
1910,13914,141840
1911,13919,141840
1912,13927,141840
1913,13935,141840
1914,13947,141840
1915,13957,141840
1916,13963,141840
1917,13968,141840
1918,13974,141840
1919,13979,141840
1920,13984,141840
1921,13989,141840
1922,14000,141840
1923,14005,141840
1924,14010,141840
1925,14019,141840
1926,14024,141840
1927,14029,141840
1928,14034,141840
1929,14049,141840
1930,14054,141840
1931,14062,141840
1932,14067,141840
1933,14075,141840
1934,14085,141840
1935,14091,141840
1936,14103,141840
1937,14108,141840
1938,14113,141840
1939,14120,141840
1940,14125,141840
1941,14131,141840
1942,14142,141840
1943,14150,141840
1944,14155,141840
1945,14160,141840
1946,14165,141840
1947,14182,141840
1948,14195,141840
1949,14200,141840
1950,14209,141840
1951,14220,141840
1952,14226,141840
1953,14231,141840
1954,14237,141840
1955,14242,141840
1956,14252,141840
1957,14257,141840
1958,14262,141840
1959,14267,141840
1960,14275,141840
1961,14290,141840
1962,14298,141840
1963,14307,141840
1964,14316,141840
1965,14326,141840
1966,14332,141840
1967,14341,141840
1968,14352,141840
1969,14357,141840
1970,14364,141840
1971,14373,141840
1972,14380,141840
1973,14385,141840
1974,14394,141840
1975,14402,141840
1976,14410,141840
1977,14415,141840
1978,14422,141840
1979,14431,141840
1980,14436,141840
1981,14442,141840
1982,14447,141840
1983,14456,141840
1984,14463,141840
1985,14470,141840
1986,14476,141840
1987,14484,141840
1988,14489,141840
1989,14498,141840
1990,14509,141840
1991,14519,141840
1992,14524,141840
1993,14529,141840
1994,14535,141840
1995,14545,141840
1996,14551,141840
1997,14556,141840
1998,14567,141840
1999,14578,141840
2000,14583,141840
2001,14588,141840
2002,14594,141840
2003,14600,141840
2004,14609,141840
2005,14614,141840
2006,14621,141840
2007,14628,141840
2008,14633,141840
2009,14639,141840
2010,14647,141840
2011,14653,141840
2012,14659,141840
2013,14664,141840
2014,14669,141840
2015,14682,141840
2016,14687,141840
2017,14695,141840
2018,14704,141840
2019,14709,141840
2020,14718,141840
2021,14725,141840
2022,14730,141840
2023,14738,141840
2024,14743,141840
2025,14748,141840
2026,14753,141840
2027,14761,141840
2028,14766,141840
2029,14775,141840
2030,14781,141840
2031,14786,141840
2032,14791,141840
2033,14796,141840
2034,14803,141840
2035,14811,141840
2036,14820,141840
2037,14825,141840
2038,14834,141840
2039,14839,141840
2040,14846,141840
2041,14857,141840
2042,14862,141840
2043,14868,141840
2044,14876,141840
2045,14882,141840
2046,14887,141840
2047,14893,141840
2048,14899,141840
2049,14904,141840
2050,14909,141840
2051,14921,141840
2052,14930,141840
2053,14940,141840
2054,14947,141840
2055,14952,141840
2056,14958,141840
2057,14963,141840
2058,14969,141840
2059,14974,141840
2060,14979,141840
2061,14984,141840
2062,14993,141840
2063,14999,141840
2064,15005,141840
2065,15010,141840
2066,15020,141840
2067,15033,141840
2068,15040,141840
2069,15045,141840
2070,15050,141840
2071,15055,141840
2072,15062,141840
2073,15067,141840
2074,15073,141840
2075,15078,141840
2076,15083,141840
2077,15090,141840
2078,15095,141840
2079,15103,141840
2080,15115,141840
2081,15124,141840
2082,15131,141840
2083,15136,141840
2084,15143,141840
2085,15148,141840
2086,15156,141840
2087,15161,141840
2088,15166,141840
2089,15171,141840
2090,15176,141840
2091,15182,141840
2092,15188,141840
2093,15194,141840
2094,15203,141840
2095,15209,141840
2096,15217,141840
2097,15222,141840
2098,15227,141840
2099,15250,141840
2100,15255,141840
2101,15263,141840
2102,15270,141840
2103,15279,141840
2104,15288,141840
2105,15293,141840
2106,15307,141840
2107,15312,141840
2108,15317,141840
2109,15322,141840
2110,15337,141840
2111,15342,141840
2112,15350,141840
2113,15356,141840
2114,15364,141840
2115,15370,141840
2116,15382,141840
2117,15387,141840
2118,15394,141840
2119,15404,141840
2120,15413,141840
2121,15420,141840
2122,15426,141840
2123,15433,141840
2124,15440,141840
2125,15447,141840
2126,15453,141840
2127,15464,141840
2128,15469,141840
2129,15479,141840
2130,15485,141840
2131,15490,141840
2132,15499,141840
2133,15508,141840
2134,15518,141840
2135,15523,141840
2136,15528,141840
2137,15533,141840
2138,15538,141840
2139,15546,141840
2140,15551,141840
2141,15556,141840
2142,15561,141840
2143,15567,141840
2144,15581,141840
2145,15586,141840
2146,15591,141840
2147,15596,141840
2148,15601,141840
2149,15607,141840
2150,15612,141840
2151,15618,141840
2152,15623,141840
2153,15636,141840
2154,15641,141840
2155,15647,141840
2156,15657,141840
2157,15664,141840
2158,15669,141840
2159,15674,141840
2160,15679,141840
2161,15685,141840
2162,15690,141840
2163,15697,141840
2164,15704,141840
2165,15712,141840
2166,15722,141840
2167,15727,141840
2168,15733,141840
2169,15745,141840
2170,15750,141840
2171,15762,141840
2172,15768,141840
2173,15778,141840
2174,15787,141840
2175,15793,141840
2176,15798,141840
2177,15804,141840
2178,15813,141840
2179,15818,141840
2180,15826,141840
2181,15840,141840
2182,15851,141840
2183,15857,141840
2184,15867,141840
2185,15873,141840
2186,15881,141840
2187,15887,141840
2188,15892,141840
2189,15900,141840
2190,15906,141840
2191,15911,141840
2192,15918,141840
2193,15923,141840
2194,15929,141840
2195,15935,141840
2196,15941,141840
2197,15946,141840
2198,15951,141840
2199,15965,141840
2200,15971,141840
2201,15976,141840
2202,15983,141840
2203,15990,141840
2204,15995,141840
2205,16006,141840
2206,16013,141840
2207,16019,141840
2208,16024,141840
2209,16029,141840
2210,16034,141840
2211,16048,141840
2212,16055,141840
2213,16062,141840
2214,16067,141840
2215,16074,141840
2216,16080,141840
2217,16098,141840
2218,16104,141840
2219,16114,141840
2220,16125,141840
2221,16130,141840
2222,16138,141840
2223,16148,141840
2224,16153,141840
2225,16168,141840
2226,16173,141840
2227,16178,141840
2228,16184,141840
2229,16189,141840
2230,16197,141840
2231,16202,141840
2232,16209,141840
2233,16217,141840
2234,16234,141840
2235,16239,141840
2236,16250,141840
2237,16256,141840
2238,16261,141840
2239,16266,141840
2240,16272,141840
2241,16279,141840
2242,16289,141840
2243,16294,141840
2244,16299,141840
2245,16307,141840
2246,16316,141840
2247,16322,141840
2248,16327,141840
2249,16334,141840
2250,16339,141840
2251,16347,141840
2252,16353,141840
2253,16358,141840
2254,16363,141840
2255,16368,141840
2256,16373,141840
2257,16378,141840
2258,16383,141840
2259,16388,141840
2260,16393,141840
2261,16402,141840
2262,16408,141840
2263,16413,141840
2264,16420,141840
2265,16425,141840
2266,16435,141840
2267,16443,141840
2268,16454,141840
2269,16460,141840
2270,16472,141840
2271,16479,141840
2272,16487,141840
2273,16492,141840
2274,16497,141840
2275,16503,141840
2276,16508,141840
2277,16514,141840
2278,16520,141840
2279,16530,141840
2280,16535,141840
2281,16540,141840
2282,16553,141840
2283,16562,141840
2284,16568,141840
2285,16574,141840
2286,16579,141840
2287,16585,141840
2288,16590,141840
2289,16595,141840
2290,16600,141840
2291,16606,141840
2292,16611,141840
2293,16616,141840
2294,16622,141840
2295,16629,141840
2296,16634,141840
2297,16639,141840
2298,16644,141840
2299,16652,141840
2300,16659,141840
2301,16667,141840
2302,16676,141840
2303,16681,141840
2304,16686,141840
2305,16691,141840
2306,16696,141840
2307,16704,141840
2308,16715,141840
2309,16721,141840
2310,16731,141840
2311,16738,141840
2312,16746,141840
2313,16752,141840
2314,16759,141840
2315,16765,141840
2316,16772,141840
2317,16782,141840
2318,16789,141840
2319,16794,141840
2320,16805,141840
2321,16810,141840
2322,16818,141840
2323,16823,141840
2324,16837,141840
2325,16842,141840
2326,16849,141840
2327,16855,141840
2328,16860,141840
2329,16865,141840
2330,16870,141840
2331,16879,141840
2332,16890,141840
2333,16895,141840
2334,16901,141840
2335,16906,141840
2336,16911,141840
2337,16917,141840
2338,16925,141840
2339,16932,141840
2340,16939,141840
2341,16945,141840
2342,16950,141840
2343,16956,141840
2344,16961,141840
2345,16972,141840
2346,16978,141840
2347,16985,141840
2348,16992,141840
2349,16997,141840
2350,17007,141840
2351,17012,141840
2352,17017,141840
2353,17022,141840
2354,17030,141840
2355,17036,141840
2356,17041,141840
2357,17046,141840
2358,17053,141840
2359,17058,141840
2360,17063,141840
2361,17070,141840
2362,17086,141840
2363,17094,141840
2364,17104,141840
2365,17109,141840
2366,17114,141840
2367,17119,141840
2368,17125,141840
2369,17131,141840
2370,17145,141840
2371,17150,141840
2372,17155,141840
2373,17160,141840
2374,17167,141840
2375,17173,141840
2376,17179,141840
2377,17184,141840
2378,17189,141840
2379,17195,141840
2380,17200,141840
2381,17206,141840
2382,17214,141840
2383,17223,141840
2384,17228,141840
2385,17233,141840
2386,17239,141840
2387,17253,141840
2388,17259,141840
2389,17269,141840
2390,17277,141840
2391,17282,141840
2392,17287,141840
2393,17292,141840
2394,17299,141840
2395,17304,141840
2396,17309,141840
2397,17317,141840
2398,17322,141840
2399,17328,141840
2400,17335,141840
2401,17340,141840
2402,17349,141840
2403,17356,141840
2404,17361,141840
2405,17366,141840
2406,17376,141840
2407,17381,141840
2408,17390,141840
2409,17401,141840
2410,17409,141840
2411,17414,141840
2412,17420,141840
2413,17425,141840
2414,17430,141840
2415,17435,141840
2416,17440,141840
2417,17449,141840
2418,17455,141840
2419,17463,141840
2420,17468,141840
2421,17474,141840
2422,17481,141840
2423,17488,141840
2424,17493,141840
2425,17505,141840
2426,17510,141840
2427,17522,141840
2428,17530,141840
2429,17535,141840
2430,17540,141840
2431,17545,141840
2432,17550,141840
2433,17557,141840
2434,17573,141840
2435,17578,141840
2436,17587,141840
2437,17592,141840
2438,17597,141840
2439,17608,141840
2440,17615,141840
2441,17620,141840
2442,17626,141840
2443,17636,141840
2444,17641,141840
2445,17648,141840
2446,17653,141840
2447,17665,141840
2448,17671,141840
2449,17677,141840
2450,17682,141840
2451,17687,141840
2452,17692,141840
2453,17699,141840
2454,17710,141840
2455,17719,141840
2456,17724,141840
2457,17730,141840
2458,17737,141840
2459,17743,141840
2460,17748,141840
2461,17758,141840
2462,17765,141840
2463,17770,141840
2464,17783,141840
2465,17788,141840
2466,17793,141840
2467,17799,141840
2468,17804,141840
2469,17809,141840
2470,17814,141840
2471,17822,141840
2472,17827,141840
2473,17833,141840
2474,17848,141840
2475,17853,141840
2476,17861,141840
2477,17868,141840
2478,17873,141840
2479,17880,141840
2480,17889,141840
2481,17894,141840
2482,17909,141840
2483,17914,141840
2484,17919,141840
2485,17931,141840
2486,17944,141840
2487,17953,141840
2488,17971,141840
2489,17981,141840
2490,17987,141840
2491,17992,141840
2492,17997,141840
2493,18004,141840
2494,18009,141840
2495,18016,141840
2496,18021,141840
2497,18027,141840
2498,18034,141840
2499,18039,141840
2500,18051,141840
2501,18059,141840
2502,18066,141840
2503,18071,141840
2504,18079,141840
2505,18087,141840
2506,18092,141840
2507,18106,141840
2508,18112,141840
2509,18118,141840
2510,18125,141840
2511,18133,141840
2512,18138,141840
2513,18151,141840
2514,18156,141840
2515,18161,141840
2516,18173,141840
2517,18178,141840
2518,18183,141840
2519,18193,141840
2520,18201,141840
2521,18213,141840
2522,18221,141840
2523,18231,141840
2524,18240,141840
2525,18248,141840
2526,18255,141840
2527,18262,141840
2528,18267,141840
2529,18272,141840
2530,18277,141840
2531,18282,141840
2532,18287,141840
2533,18292,141840
2534,18304,141840
2535,18309,141840
2536,18314,141840
2537,18325,141840
2538,18334,141840
2539,18339,141840
2540,18344,141840
2541,18351,141840
2542,18359,141840
2543,18365,141840
2544,18370,141840
2545,18375,141840
2546,18381,141840
2547,18386,141840
2548,18401,141840
2549,18406,141840
2550,18420,141840
2551,18425,141840
2552,18431,141840
2553,18439,141840
2554,18444,141840
2555,18460,141840
2556,18465,141840
2557,18472,141840
2558,18478,141840
2559,18483,141840
2560,18491,141840
2561,18499,141840
2562,18504,141840
2563,18509,141840
2564,18522,141840
2565,18528,141840
2566,18533,141840
2567,18540,141840
2568,18546,141840
2569,18558,141840
2570,18566,141840
2571,18571,141840
2572,18576,141840
2573,18589,141840
2574,18594,141840
2575,18599,141840
2576,18610,141840
2577,18615,141840
2578,18620,141840
2579,18625,141840
2580,18636,141840
2581,18642,141840
2582,18647,141840
2583,18655,141840
2584,18660,141840
2585,18665,141840
2586,18670,141840
2587,18675,141840
2588,18687,141840
2589,18699,141840
2590,18707,141840
2591,18718,141840
2592,18723,141840
2593,18729,141840
2594,18738,141840
2595,18750,141840
2596,18758,141840
2597,18763,141840
2598,18769,141840
2599,18775,141840
2600,18785,141840
2601,18793,141840
2602,18798,141840
2603,18806,141840
2604,18811,141840
2605,18816,141840
2606,18824,141840
2607,18831,141840
2608,18836,141840
2609,18841,141840
2610,18847,141840
2611,18855,141840
2612,18860,141840
2613,18869,141840
2614,18878,141840
2615,18885,141840
2616,18890,141840
2617,18896,141840
2618,18901,141840
2619,18910,141840
2620,18919,141840
2621,18924,141840
2622,18933,141840
2623,18942,141840
2624,18948,141840
2625,18957,141840
2626,18966,141840
2627,18971,141840
2628,18977,141840
2629,18985,141840
2630,18992,141840
2631,18997,141840
2632,19005,141840
2633,19010,141840
2634,19015,141840
2635,19024,141840
2636,19029,141840
2637,19039,141840
2638,19047,141840
2639,19052,141840
2640,19057,141840
2641,19063,141840
2642,19069,141840
2643,19075,141840
2644,19091,141840
2645,19096,141840
2646,19105,141840
2647,19110,141840
2648,19115,141840
2649,19120,141840
2650,19125,141840
2651,19130,141840
2652,19137,141840
2653,19142,141840
2654,19151,141840
2655,19156,141840
2656,19162,141840
2657,19167,141840
2658,19174,141840
2659,19181,141840
2660,19189,141840
2661,19200,141840
2662,19208,141840
2663,19219,141840
2664,19226,141840
2665,19232,141840
2666,19237,141840
2667,19242,141840
2668,19251,141840
2669,19257,141840
2670,19265,141840
2671,19279,141840
2672,19287,141840
2673,19301,141840
2674,19306,141840
2675,19315,141840
2676,19324,141840
2677,19333,141840
2678,19338,141840
2679,19344,141840
2680,19355,141840
2681,19369,141840
2682,19375,141840
2683,19381,141840
2684,19386,141840
2685,19397,141840
2686,19402,141840
2687,19408,141840
2688,19415,141840
2689,19424,141840
2690,19433,141840
2691,19438,141840
2692,19449,141840
2693,19456,141840
2694,19462,141840
2695,19467,141840
2696,19476,141840
2697,19483,141840
2698,19491,141840
2699,19497,141840
2700,19502,141840
2701,19511,141840
2702,19516,141840
2703,19523,141840
2704,19528,141840
2705,19535,141840
2706,19540,141840
2707,19552,141840
2708,19564,141840
2709,19569,141840
2710,19574,141840
2711,19579,141840
2712,19584,141840
2713,19590,141840
2714,19601,141840
2715,19610,141840
2716,19616,141840
2717,19627,141840
2718,19635,141840
2719,19643,141840
2720,19649,141840
2721,19654,141840
2722,19664,141840
2723,19671,141840
2724,19682,141840
2725,19687,141840
2726,19696,141840
2727,19701,141840
2728,19715,141840
2729,19730,141840
2730,19735,141840
2731,19742,141840
2732,19751,141840
2733,19757,141840
2734,19762,141840
2735,19767,141840
2736,19776,141840
2737,19784,141840
2738,19792,141840
2739,19798,141840
2740,19803,141840
2741,19811,141840
2742,19816,141840
2743,19821,141840
2744,19839,141840
2745,19844,141840
2746,19852,141840
2747,19857,141840
2748,19862,141840
2749,19872,141840
2750,19877,141840
2751,19882,141840
2752,19897,141840
2753,19902,141840
2754,19915,141840
2755,19924,141840
2756,19929,141840
2757,19940,141840
2758,19951,141840
2759,19956,141840
2760,19961,141840
2761,19968,141840
2762,19976,141840
2763,19981,141840
2764,19986,141840
2765,19992,141840
2766,19997,141840
