,Iteration,Best_SP,Temperature,TimeElapsed
0,0,182100,0.1,0.0
1,1,182100,0.09999400035997841,0.03457940000000015
2,2,182100,0.09998800143982724,0.03909590000000018
3,3,182100,0.09998200323941692,0.04643210000000009
4,4,182100,0.09997600575861794,0.09310710000000011
5,5,177300,0.09997000899730082,0.10185279999999985
6,6,177300,0.09996401295533609,0.0730782000000001
7,7,177300,0.09995801763259432,0.0756513999999997
8,8,177300,0.09995202302894611,0.07561339999999994
9,9,177300,0.0999460291442621,0.04228870000000029
10,10,172500,0.09994003597841294,0.04539250000000017
11,11,172500,0.09993404353126936,0.05639870000000036
12,12,172500,0.09992805180270206,0.028903899999999982
13,13,172500,0.09992206079258178,0.07368620000000004
14,14,167700,0.09991607050077934,0.02767419999999987
15,15,162900,0.09991008092716556,0.029102900000000265
16,16,162900,0.09990409207161127,0.028559299999999954
17,17,162900,0.09989810393398735,0.09189669999999994
18,18,162900,0.09989211651416473,0.07502440000000021
19,19,162900,0.09988612981201433,0.05573579999999989
20,20,162900,0.09988014382740713,0.021419900000000158
21,21,162900,0.09987415856021414,0.01933159999999967
22,22,162900,0.09986817401030641,0.05636840000000021
23,23,162900,0.099862190177555,0.10232580000000002
24,24,162900,0.099856207061831,0.04533130000000041
25,25,162900,0.09985022466300553,0.09198609999999974
26,26,161040,0.09984424298094975,0.019439399999999996
27,27,161040,0.09983826201553488,0.09716959999999997
28,28,161040,0.09983228176663211,0.10076799999999997
29,29,161040,0.09982630223411271,0.021032599999999846
30,30,161040,0.09982032341784794,0.03823599999999994
31,31,161040,0.09981434531770914,0.020236800000000166
32,32,161040,0.09980836793356763,0.055882300000000384
33,33,161040,0.0998023912652948,0.04086760000000034
34,34,161040,0.09979641531276205,0.020003500000000063
35,35,161040,0.09979044007584083,0.059958100000000236
36,36,161040,0.0997844655544026,0.09402920000000003
37,37,161040,0.09977849174831883,0.11103939999999968
38,38,161040,0.0997725186574611,0.0374333
39,39,161040,0.09976654628170092,0.03998930000000023
40,40,161040,0.09976057462090993,0.06447599999999998
41,41,156240,0.09975460367495971,0.04740080000000013
42,42,156240,0.09974863344372194,0.0715110000000001
43,43,156240,0.09974266392706828,0.0846195999999999
44,44,156240,0.09973669512487046,0.09434840000000033
45,45,156240,0.09973072703700021,0.0640925999999995
46,46,156240,0.09972475966332932,0.07427210000000084
47,47,156240,0.09971879300372959,0.0825446000000003
48,48,156240,0.09971282705807286,0.03621059999999954
49,49,156240,0.09970686182623098,0.030470699999999518
50,50,156240,0.09970089730807588,0.04752080000000003
51,51,156240,0.09969493350347947,0.06491199999999964
52,52,146640,0.0996889704123137,0.018825900000000395
53,53,146640,0.09968300803445057,0.08589890000000011
54,54,146640,0.0996770463697621,0.123888
55,55,146640,0.09967108541812034,0.0382971999999997
56,56,146640,0.09966512517939737,0.03140319999999974
57,57,146640,0.09965916565346529,0.06544900000000009
58,58,146640,0.09965320684019625,0.2675312999999999
59,59,146640,0.09964724873946244,0.10157180000000032
60,60,146640,0.09964129135113604,0.11844369999999937
61,61,146640,0.0996353346750893,0.07292499999999968
62,62,146640,0.09962937871119448,0.06526120000000013
63,63,146640,0.09962342345932389,0.02807840000000006
64,64,146640,0.09961746891934983,0.0444697000000005
65,65,146640,0.09961151509114467,0.05377450000000028
66,66,146640,0.09960556197458079,0.03578949999999992
67,67,146640,0.09959960956953061,0.11666639999999973
68,68,146640,0.09959365787586659,0.06198550000000047
69,69,146640,0.09958770689346119,0.02759360000000033
70,70,146640,0.09958175662218693,0.08163129999999974
71,71,146640,0.09957580706191635,0.13559110000000008
72,72,146640,0.09956985821252202,0.057370599999999605
73,73,146640,0.09956391007387654,0.06402290000000033
74,74,146640,0.09955796264585252,0.12933730000000043
75,75,146640,0.09955201592832266,0.04418060000000068
76,76,146640,0.09954606992115964,0.06588649999999951
77,77,146640,0.09954012462423616,0.05481750000000041
78,78,146640,0.09953418003742497,0.05947450000000032
79,79,146640,0.09952823616059889,0.09046470000000006
80,80,146640,0.0995222929936307,0.03751400000000071
81,81,146640,0.09951635053639325,0.11819060000000015
82,82,146640,0.09951040878875943,0.08205860000000076
83,83,146640,0.09950446775060214,0.046522000000001285
84,84,146640,0.0994985274217943,0.12600499999999926
85,85,146640,0.09949258780220889,0.062101999999999435
86,86,146640,0.09948664889171889,0.13918040000000076
87,87,146640,0.09948071069019733,0.13703069999999862
88,88,146640,0.09947477319751727,0.19062230000000113
89,89,146640,0.0994688364135518,0.03457560000000015
90,90,146640,0.09946290033817402,0.08197009999999949
91,91,146640,0.0994569649712571,0.07280079999999955
92,92,146640,0.0994510303126742,0.05689309999999992
93,93,146640,0.09944509636229854,0.18035139999999927
94,94,146640,0.09943916312000334,0.044477799999999235
95,95,146640,0.09943323058566188,0.035302500000000236
96,96,146640,0.09942729875914746,0.0486600000000017
97,97,146640,0.09942136764033342,0.07162089999999921
98,98,146640,0.09941543722909309,0.16418610000000022
99,99,146640,0.09940950752529987,0.0620908
100,100,146640,0.09940357852882718,0.020005199999999945
101,101,146640,0.09939765023954848,0.04527170000000069
102,102,146640,0.09939172265733724,0.04484599999999972
103,103,146640,0.09938579578206697,0.07669850000000089
104,104,146640,0.09937986961361121,0.09246120000000069
105,105,146640,0.09937394415184353,0.1613307000000006
106,106,146640,0.09936801939663752,0.05479560000000028
107,107,146640,0.09936209534786683,0.11998849999999983
108,108,146640,0.09935617200540511,0.06575270000000089
109,109,146640,0.09935024936912606,0.04838499999999968
110,110,146640,0.09934432743890338,0.049159799999999976
